"projectRcn","projectID","projectAcronym","role","id","name","shortName","activityType","endOfParticipation","ecContribution","country","street","city","postCode","organizationUrl","vatNumber","contactForm","contactType","contactTitle","contactFirstNames","contactLastNames","contactFunction","contactTelephoneNumber","contactFaxNumber"
70448,"NNE5/704/2001","LIFT-OFF","participant",,"DK-TEKNIK ENERGY & ENVIRONMENT",,,,,"DK","Gladsaxe Moellevej 15","SOEBORG",,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","coordinator",,"BELGIAN ROAD RESEARCH CENTRE",,,,,"BE","Boulevard de la Woluwe",42,"Brussels",1200,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"INSTITUTE OF TRANSPORT ECONOMICS",,,,,"NO","GRENSESVINGEN 7 - 6110 ETTERSTAD","OSLO",,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"DIENST WEG- EN WATERBOUWKUNDE"," MINISTERIE VAN VERKEER EN WATERSTAAT"," DIRECT",,,,,"NL","Van der Burghweg 1 - 5044","Delft","2600 GA",,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"TRANSPORT RESEARCH LABORATORY LIMITED",,,,,"UK","Old Wokingham Road","CROWTHORNE",,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"LABORATOIRE CENTRAL DES PONTS ET CHAUSSEES",,,,,"FR","Route de Bouaye - BP 4129","BOUGUENAIS",44341,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"BUNDESANSTALT FUER STRASSENWESEN",,,,,"DE","Bruederstrasse 53 - 10 01 50","Bergisch Gladbach",51427,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"GDANSK TECHNICAL UNIVERSITY",,,,,"PL","Narutowicza 11/12","Gdansk","80-952",,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"SKANSKA SWEDEN AB",,,,,"SE","Frykdalsbakken - Box 49","Farsta / Stockholm","S-123 21",,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"SWEDISH NATIONAL ROAD AND TRANSPORT RESEARCH INSTITUTE",,,,,"SE","Olaus Magnus väg 37","LINKOPING",,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"ITALGRIP SRL",,,,,"IT","Via Machiavelli 7","Trieste",34132,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"M+P Raadgevende Ingenieurs BV",,,,,"NL","Visserstraat "," 50 PO BOX 344","Aalsmeer","1430 AH",,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"STICHTING CROW",,,,,"NL","Galvanistraat 1 - 37","Ede","6710 BA",,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"INSTITUT NATIONAL DE RECHERCHE SUR LES TRANSPORTS ET LEUR SÉCURITÉ",,,,,"FR","Avenue François Mitterrand 25 - Case 24","Bron",69675,,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"VIENNA UNIVERSITY OF TECHNOLOGY",,,,,"AT","Gusshausstrasse 28/233","Vienna","A-1040",,,,,,,,,,
70861,"GRD2/31801/2000","SILVIA","participant",,"DANISH TRANSPORT RESEARCH INSTITUTE",,,,,"DK","c/o Road Directorate Niels Juels Gade 13 - 1569","Copenhagen K",1020,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"THE UNIVERSITY OF SURREY",,,,,"UK",,"GUILDFORD","GU2 7XH",,,,,,,,,,
71278,"IST-2001-34263","MODIS","coordinator",,"ALCATEL SPACE",,,,,"FR","12 RUE DE LA BAUME","PARIS 08",75008,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"DAIMLERCHRYSLER AG",,,,,"DE","EPPLESTRASSE 225","STUTTGART",70567,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"SPACE HELLAS SA",,,,,"EL","312 MESSOGION AVE","AGHIA PARASKEVI"," ATHENS",15341,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"ALCATEL BELL SPACE",,,,,"BE","BERKENRODELEI 33","HOBOKEN",2660,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"AGILENT TECHNOLOGIES BELGIUM NV",,,,,"BE","DE KLEETLAAN 12A","DIEGEM",1831,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"ERCOM ENGINEERING RESEAUX COMMUNICATIONS",,,,,"FR","13 AVENUE MORANE SAULNIER","VELIZY VILLACOUBLAY",78140,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"TV FILES S.P.A",,,,,"IT","VIA GROENLANDIA 31","ROMA",144,,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"MONACO TELECOM S.A.M.",,,,,"MC",25," BOULEVARD DE SUISSE","MONACO",98000,,,,,,,,,
71278,"IST-2001-34263","MODIS","participant",,"UDCAST",,,,,"FR","ROUTE DES DOLINES 2455","SOPHIA-ANTIPOLIS",6560,,,,,,,,,,
71084,"ENK6-CT-2001-50023","LANGNISS"," OLE","coordinator",,"LUND UNIVERSITY",,,,,"SE","Paradisgatan 2","LUND","221 00",,,,,,,,,
70499,"QLK6-CT-2002-51493","RITA ALMEIDA","coordinator",,"SIEMENS AG",,,,,"DE","Otto-Hahn-Ring 6","MUENCHEN",81739,,,,,,,,,,
70659,"QLK2-CT-2002-51638","ALKEMA"," WYNAND","coordinator",,"KAROLINSKA INSTITUTE",,,,,"SE","Berzelius vaeg 35","STOCKHOLM","171 77",,,,,,,,,
71072,"G1RD-CT-2002-00782","ECO-SERVE","coordinator",,"VEREIN DEUTSCHER ZEMENTWERKE E.V.",,,,,"DE","Tannenstrasse 2","DUESSELDORF",40476,,,,,,,,,,
71072,"G1RD-CT-2002-00782","ECO-SERVE","participant",,"CTG S.P.A. - CENTRO TECNICO DI GRUPPO",,,,,"IT",124,"Via G. Camozzi 124","BERGAMO",24121,,,,,,,,,
71072,"G1RD-CT-2002-00782","ECO-SERVE","participant",,"TITAN CEMENT COMPANY SA",,,,,"EL","Kamari Plant","ELEFSINA",19200,,,,,,,,,,
71072,"G1RD-CT-2002-00782","ECO-SERVE","participant",,"NORCEM AS",,,,,"NO","Fetreveien 2","BREVIK",3950,,,,,,,,,,
71379,"IST-2001-34103","SWAP","participant",,"META4 SPAIN"," S.A.",,,,,"ES","EUROPA EMPRESARIAL"," C/ROZABELLA 8 EDIFICIO ROMA","LAS ROZAS - MADRID",28230,,,,,,,,
71379,"IST-2001-34103","SWAP","participant",,"VERENIGING VOOR CHRISTELIJK WETENSCHAPPELIJK ONDERWIJS",,,,,"NL","DE BOELELAAN 1105","AMSTERDAM","1081 HV",,,,,,,,,,
71379,"IST-2001-34103","SWAP","coordinator",,"UNIVERSITAET KARLSRUHE (TH)",,,,,"DE","Kaiserstrasse 12","KARLSRUHE",76128,,,,,,,,,,
71379,"IST-2001-34103","SWAP","participant",,"FUNDACION IBIT",,,,,"ES","CAMI DE CAN MANEL S/N","PALMA DE MALLORCA",7010,,,,,,,,,,
71379,"IST-2001-34103","SWAP","participant",,"""EMPOLIS POLSKA"" SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA",,,,,"PL","UL. PLOCKA 5A","WARSZAWA","01-231",,,,,,,,,,
71379,"IST-2001-34103","SWAP","participant",,"EMPOLIS UK LIMITED",,,,,"UK","UNIT B"," THE DORCAN COMPLEX"," FARADAY ROAD","SWINDON","SN3 5HQ",,,,,,,,
70497,"QLG1-CT-2002-30535","CHART","participant",,"UNIVERSIDAD POLITECNICA DE MADRID",,,,,"ES","Ciudad Universitaria s/n","MADRID",28040,,,,,,,,,,
70497,"QLG1-CT-2002-30535","CHART","coordinator",,"TECHNICAL RESEARCH CENTRE OF FINLAND",,,,,"FI","Tekniikantie 4B","ESPOO",2044,,,,,,,,,,
70497,"QLG1-CT-2002-30535","CHART","participant",,"UNIVERSITAET STUTTGART",,,,,"DE","Seidenstrasse 36","STUTTGART",70174,,,,,,,,,,
70497,"QLG1-CT-2002-30535","CHART","participant",,"UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II",,,,,"IT","Via Claudio 21","NAPOLI",80125,,,,,,,,,,
70637,"QLG3-CT-2002-51576","VIRGINIE MOUCADEL","coordinator",,"CHRISTIAN DE DUVE INSTITUTE OF CELLULAR PATHOLOGY",,,,,"BE","Avenue Hippocrate 75"," ICP 74.59","BRUXELLES",1200,,,,,,,,,
71045,"QLK1-CT-2000-30012","FOOD 2000","coordinator",,"BETA TECHNOLOGY LTD.",,,,,"UK","Weedon Street Riverside House","SHEFFIELD","S9 2FT",,,,,,,,,,
70639,"QLG4-CT-2002-51673","MARIA DEL CARMEN GAR","coordinator",,"GOETEBORG UNIVERSITY",,,,,"SE","Groena Straket",8,"GOETEBORG","413 45",,,,,,,,,
70498,"QLK6-CT-2002-51279","DANIEL MCGOWAN","coordinator",,"Medical Research Council (MRC)",,,,,"UK","20 Park Crescent","London","W1N 4AL",,,,,,,,,,
71081,"ENK6-CT-2001-50026","PASCAL KLEBERT","coordinator",,"NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY",,,,,"NO","Gloeshaugen","TRONDHEIM",7491,,,,,,,,,,
71082,"ENK6-CT-2000-56120","WEFC","coordinator",,"UNIVERSITY COLLEGE CORK"," NATIONAL UNIVERSITY OF IRELAND"," CORK","NMRC - UCC",,,,"IE","WESTERN ROAD","CORK",,,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"THE VICTORIA UNIVERSITY OF MANCHESTER",,,,,"UK","OXFORD ROAD","MANCHESTER","M13 9PL",,,,,,,,,,
71371,"IST-2001-34145","MONET","coordinator",,"THE NUMERICAL ALGORITHMS GROUP LIMITED",,,,,"UK","WILKINSON HOUSE"," JORDAN HILL ROAD","OXFORD","OX2 8DR",,,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"TECHNISCHE UNIVERSITEIT EINDHOVEN","TU/e",,,,"NL","Den Dolech 2","EINDHOVEN",,"http://www.tue.nl",,,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"STILO INTERNATIONAL PLC",,,,,"UK","NORTH QUAY"," TEMPLE BACK","BRISTOL","BS1 6FL",,,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"UNIVERSITY OF BATH",,,,,"UK","CLAVERTON DOWN","BATH","BA2 7AY",,,,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR",3," RUE MICHEL-ANGE","PARIS CEDEX 16",75794,,,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"UNIVERSITY OF WESTERN ONTARIO",,,,,"CA","1151 RICHMOND STREET"," SUITE 2","LONDON"," ONTARIO","N6A 5B8",,,,,,,,
71371,"IST-2001-34145","MONET","participant",,"UNIVERSITE DE NICE - SOPHIA ANTIPOLIS",,,,,"FR","28 AV. DE VALROSE - PARC VALROSE","NICE - CEDEX 2",6108,,,,,,,,,,
70550,"QLK3-CT-2001-00345","MADOX","participant",,"CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS",,,,,"ES","Calle Serrano 117","MADRID",,"http://www.csic.es",,,,,,,,,
70550,"QLK3-CT-2001-00345","MADOX","coordinator",,"UNIVERSITE CATHOLIQUE DE LOUVAIN","CL",,,,"BE","Place De L'Universite 1","LOUVAIN-LA-NEUVE",,"http://www.uclouvain.be",,,,,,,,,
70550,"QLK3-CT-2001-00345","MADOX","participant",,"UNIVERSITAET KONSTANZ",,,,,"DE",10,"Universitaetsstrasse 10","KONSTANZ",78457,,,,,,,,,
70550,"QLK3-CT-2001-00345","MADOX","participant",,"UNION ESPANOLA DE EXPLOSIVOS SA",,,,,"ES","Avenida del Partenón 16"," 5a P","MADRID",28042,,,,,,,,,
70550,"QLK3-CT-2001-00345","MADOX","participant",,"GIAT INDUSTRIES",,,,,"FR","Route de Guérry 7","BOURGES",18023,,,,,,,,,,
70293,"G3TR-CT-2001-00048","ENSHIELD","coordinator",,"SOLVAY SA","Solvin",,,,"BE","RUE DU PRINCE ALBERT 33","BRUXELLES",,"http://solvinpvc.com",,,,,,,,,
70496,"QLK2-CT-2002-51663","DANIELA TRAMONTI","coordinator",,"UNIVERSITY OF LEEDS",,,,,"UK","Woodhouse Lane","Leeds - West Yorkshire","LS2 9JT",,,,,,,,,,
71033,"QLK1-CT-2001-30116","NUTRIGENOMICS","coordinator",,"INSTITUTE OF FOOD RESEARCH",,,,,"UK","Norwich Research Park"," Colney","Norwich","NR4 7UA",,,,,,,,,
70922,"IST-2001-35480","CATI","coordinator",,"LEUVEN MEASUREMENTS & SYSTEMS INTERNATIONAL",,,,,"BE","INTERLEUVENLAAN 68","LEUVEN",3030,,,,,,,,,,
70922,"IST-2001-35480","CATI","participant",,"B-K MEDICAL A/S",,,,,"DK","MILEPARKEN 32-34","HERLEV",2730,,,,,,,,,,
70922,"IST-2001-35480","CATI","participant",,"XPLANATION INTERNATIONAL N.V.",,,,,"BE","INTERLEUVENLAAN 15 H","LEUVEN",3001,,,,,,,,,,
70922,"IST-2001-35480","CATI","participant",,"HCR - INFORMATICA E TRADUCOES"," LDA",,,,,"PT","RUA MOUZINHO DA SILVEIRA"," 7 R/C","LISBOA","1250-166",,,,,,,,
70922,"IST-2001-35480","CATI","participant",,"INSTITUTO AGILUS DE INOVACAO EM TECNOLOGIA DE INFORMACAO"," LDA",,,,,"PT","AV. FERNAO MAGALHAES"," 110 - 1?DTO","OVAR","3380-354",,,,,,,,
70849,"GRD2/30082/2000","IMPROVE","coordinator",,"Ingenieria de Sistemas para la Defensa de Espana"," SA",,,,,"ES","Edison",4,"MADRID",28028,,,,,,,,
70849,"GRD2/30082/2000","IMPROVE","participant",,"ENTIDAD PUBLICA EMPRESARIAL AEROPUERTOS ESPANOLES Y NAVEGACION AEREA",,,,,"ES","JUAN IGNACIO LUCA DE TENA",14,"MADRID",,,,,,,,,,
70849,"GRD2/30082/2000","IMPROVE","participant",,"INGENIERIA Y ECONOMIA DEL TRANSPORTE S.A.","Ineco",,,,"ES","Paseo de la Habana 138","MADRID",,"http://www.ineco.es",,,,,,,,,
70849,"GRD2/30082/2000","IMPROVE","participant",,"SISTEMI INNOVATIVI PER IL CONTROLLO DEL TRAFFICO AEREO",,,,,"IT","Circumvallazione esterna - località Ponte Riccio","GIUGLIANO IN CAMPANIA",,,,,,,,,,,
70849,"GRD2/30082/2000","IMPROVE","participant",,"ENTE NAZIONALE ASSISTENZA AL VOLO",,,,,"IT",716," Via Salaria","ROMA",138,,,,,,,,,
70849,"GRD2/30082/2000","IMPROVE","participant",,"STICHTING NATIONAAL LUCHT- EN RUIMTEVAARTLABORATORIUM",,,,,"NL","Anthony Fokkerweg 2"," 1059 CM","AMSTERDAM",,,,,,,,,,
71076,"ENK5-CT-2001-35005","3A-BIOGAS","coordinator",,"MUELLER ABFALLPROJEKTE GMBH",,,,,"AT","Hauptstrasse 34","WEIBERN"," OBEROESTERREICH",4675,,,,,,,,,
71076,"ENK5-CT-2001-35005","3A-BIOGAS","participant",,"HEBIO EDUARD HIPTMAIR",,,,,"AT","Seewiesen 9","WEIBERN"," OBEROESTERREICH",4675,,,,,,,,,
71031,"QLK1-CT-2000-30224","FFF-SYMPOSIUM","coordinator",,"SWEDISH INSTITUTE FOR FOOD RESEARCH AND BIOTECHNOLOGY AB",,,,,"SE","Frans Perssons Vaeg 6","GOETEBORG","402 29",,,,,,,,,,
71077,"ENK5-CT-2001-35004","HELSOLAR","coordinator",,"SAULES ENERGIJA - CLOSE JOINT STOCK COMPANY",,,,,"LT","Dubingiu 3","KAUNAS",3042,,,,,,,,,,
71077,"ENK5-CT-2001-35004","HELSOLAR","participant",,"INTERDISCIPLINARY SERVICES AND ASSISTANCE BV",,,,,"NL","Diepenveenseweg 98","DEVENTER","7413 AS",,,,,,,,,,
70296,"G4TR-CT-2001-00075","FASOLLASI","coordinator",,"FREE FIELD TECHNOLOGIES S.A.",,,,,"BE","Place de l'Universite 16","LOUVAIN-LA-NEUVE",1348,,,,,,,,,,
70636,"QLG3-CT-2002-51552","ELENA NATALE","coordinator",,"UNIVERSITY HOSPITAL LEIPZIG",,,,,"DE","Liebigstrasse 22a","LEIPZIG",4103,,,,,,,,,,
71342,"IPS-2001-42122","SEDIS","coordinator",,"ALCATEL NV",,,,,"NL","STRAWINSKYLAAN 341","AMSTERDAM",1077,,,,,,,,,,
71342,"IPS-2001-42122","SEDIS","participant",,"SOCIETA ITALIANA PER L'ESERCIZIO DELLE TELECOMUNICAZIONI",,,,,"IT","VIA PIETRO CRESPI 1","MILANO",20127,,,,,,,,,,
71342,"IPS-2001-42122","SEDIS","participant",,"PRO LERNEN",,,,,"DE","KRUGERSTRASSE 4","UNTERSCHLEISSHEIM",85716,,,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"MINERAL AND ENERGY ECONOMY RESEARCH INSTITUTE - POLISH ACADEMY OF SCIENCES",,,,,"PL","WYBICKIEGO 7","KRAKOW","30-950",,,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","coordinator",,"ASSOCIATION POUR LA RECHERCHE ET LE DEVELOPPEMENT DES METHODES ET PROCESSUS INDUSTRIELS",,,,,"FR","Rue Claude Daunesse"," Les Lucioles","SOPHIA ANTIPOLIS",6904,,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"NATIONAL TECHNICAL UNIVERSITY OF ATHENS",,,,,"EL",9,"Heroon Polytechniou 9 Zographou Campus","ATHENS",15780,,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"CHARLES UNIVERSITY PRAGUE",,,,,"CZ",5,"Ovocny trh 5","PRAHA 1","116 36",,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"UNIVERSITAET STUTTGART",,,,,"DE","Hessbruehlstrasse"," 49 a","STUTTGART",70565,,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"UNIVERSITY OF BATH",,,,,"UK","Claverton Down","BATH",,"http://www.bath.ac.uk",,,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"VITO - VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK NV",,,,,"BE",200,"Boeretang 200","Mol",2400,"http://www.vito.be",,,,,,,,
70809,"ENG1-CT-2002-00609","EXTERNE-POL","participant",,"PAUL SCHERRER INSTITUT",,,,,"CH",,"VILLIGEN",5232,,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","coordinator",,"THE SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES",,,,,"SE",10,"Arrheniusplan 2C","UPPSALA","750 07",,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"CENTRE FOR RENEWABLE ENERGY SOURCES",,,,,"EL","KM 19","Marathonos Avenue KM 19","RAPHINA (PIKEERMI)",19009,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",,,,,"DE","Sandtorstrasse 22","MAGDEBURG",39106,,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"TECHNICAL UNIVERSITY OF SOFIA",,,,,"BG",8,"kliment Ochridsky Street 8","SOFIA",1000,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"SWISS FEDERAL INSTITUTE OF TECHNOLOGY ZUERICH",,,,,"CH","Weinbergstrasse 11","ZURICH",8092,,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"ATOS ORIGIN"," SAE",,,,,"ES","Albarracin 25","MADRID",28037,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"UNIVERSITY OF OULU",,,,,"FI","Linnanmaa","OULU",90401,,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"OSKAR VON MILLER - CONCEPTION"," RESEARCH AND DESIGN INSTITUTE FOR THERMAL POWER EQUIPMENT",,,,,"RO","Vitan Str. 236","BUCURESTI",74369,,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS",,,,,"EL","Aeval Group"," National road Ptolemais-Kozani"," 4th k","PTOLEMAIS",50200,,,,,,,,
70546,"ENK5-CT-2002-00623","ECHAINE","participant",,"ESCOLA SUPERIOR AGRARIA DE BEJA",,,,,"PT","Rua Pedro Soares","BEJA","7801-902",,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ALSTOM POWER BOILER SERVICE GMBH",,,,,"DE","Am Bahnhof 11","NEUMARK",8496,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"TUV BAYERN SACHSEN SUEDWEST E.V.",,,,,"DE","Gotttlieb Daimler Str. 7","FILDERSTADT",70794,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ALSTOM POWER BOILER MANUFACTURING GMBH",,,,,"DE","Am Bahnhof 11","NEUMARK",8496,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"MITSUI BABCOCK ENERGY LTD*",,,,,"UK","Porterfield Road","RENFREW","PA4 8DJ",,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ELECTRICITE DE FRANCE SERVICE NATIONAL*",,,,,"FR","Site des RenardiFres","MORET SUR LOING",77818,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"EDP - ELECTRICIDADE DE PORTUGAL SA",,,,,"PT","55/2","Av. Estados Unidos da America 55/2","LISBOA","1749-061",,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"RWE POWER AG",,,,,"DE","Kruppstrasse 5","ESSEN",45128,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"EINDHOVEN UNIVERSITY OF TECHNOLOGY",,,,,"NL","Den Dolech 2","EINDHOVEN","5600 MB",,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ANSALDO RICERCHE SRL - SOCIETA PER LO SVILUPPO DI NUOVE TECNOLOGIE",,,,,"IT","Corso Perrone 25","CORNIGLIANO",16161,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"BOEHLER EDELSTAHL GMBH & CO KG",,,,,"AT","Mariazellerstrasse 25","KAPFENBERG",8605,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"CENTRO SVILUPPO MATERIALI SPA",,,,,"IT","Via di Castel Romano 100/102","ROMA",128,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"KEMA NEDERLAND BV",,,,,"NL","Utrechtseweg 310","ARNHEM","6812 AR",,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"CESI - CENTRO ELETTROTECNICO SPERIMENTALE ITALIANO GIACINTO MOTTA SPA",,,,,"IT","Via Reggio Emilia 39","SEGRATE",20090,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","coordinator",,"ELSAM ENGINEERING A/S",,,,,"DK","Kraftvaerksvej 53","FREDERICIA",7000,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"FORTUM POWER AND HEAT OY",,,,,"FI","Rajatorpantie 8","HELSINKI",48,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ALSTOM (SWITZERLAND) LTD",,,,,"CH","Brown Boveri Strasse 7","BADEN",,"http://www.alstom.com",,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ALSTOM POWER LTD",,,,,"UK","Newbold Road","GAWSTON RUGBY",,"http://www.techcentreuk.power.alstom.com",,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ENERGI E2 A/S",,,,,"DK","Lautruphoj 5","BALLERUP",2750,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"VGB POWERTECH E.V.",,,,,"DE","Klinkestrasse 27-31","ESSEN",,"http://www.vgb.org",,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ALSTOM POWER (FRANCE) S.A.",,,,,"FR","Avenue Andre Malraux 3","LEVALLOIS-PERRET",92309,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ALSTOM POWER BOILER GMBH",,,,,"DE","Augsburger Strasse 712","STUTTGART",70329,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"AUBERT ET DUVAL",,,,,"FR","Rue de Villiers 41","NEUILLY SUR SEINE",92200,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"DONCASTERS PLC",,,,,"UK","Garter Street","SHEFFIELD","S4 7QY",,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ELECTRICITE DE FRANCE",,,,,"FR","Les Collines de l'Arche - Immeuble Concorde","PARIS LA DEFENSE",92057,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"EUROPEAN POWER PLANT SUPPLIERS' ASSOCIATION",,,,,"BE","Square Vergote",39,"BRUXELLES",1030,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"GOODWIN STEEL CASTING LTD",,,,,"UK","Ivy House Foundry"," Hanley","STOKE-ON-TRENT","ST1 3NR",,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"HOLTER REGELARMATUREN GMBH & CO.KG",,,,,"DE","Helleforthstrasse 58-60","SCHLOSS HOLTE-STUKENBROCK",33758,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"SAARSCHMIEDE GMBH FREIFORMSCHMIEDE",,,,,"DE","Bismarckstrasse 57-59","VOLKLINGEN",66333,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"SEMPEL AG",,,,,"DE","Werner-von-Siemens-Strasse","KORSCHENBROICH",41335,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"TECHNIP GERMANY GMBH",,,,,"DE","Theodorstrasse 90","DUESSELDORF",40472,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"ANSALDO CALDAIE S.P.A.",,,,,"IT","Piazza Monumento 12","LEGNANO",20025,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"VOEST-ALPINE GIESSEREI LINZ GMBH",,,,,"AT","Voest-Alpine Strasse 3","LINZ",4031,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"VOEST-ALPINE GIESSEREI TRAISEN GMBH",,,,,"AT","Voest Alpine Strasse 3","LINZ",4031,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"SIEMENS AG",,,,,"DE","Freyeslebenstrasse 1","ERLANGEN",91050,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"BURMEISTER & WAIN ENERGY A/S",,,,,"DK","Ramsingsvej 30","VALBY",2500,,,,,,,,,,
70779,"ENK5-CT-2001-00511","AD700-2","participant",,"BABCOCK BORSIG POWER SYSTEMS GMBH",,,,,"DE","Duiburgerstrasse 375","OBERHAUSEN",46049,,,,,,,,,,
71091,"ENK6-CT-2000-57116","COMBUSTION AND ENERG","coordinator",,"UNIVERSITY OF LEEDS",,,,,"UK","Woodhouse Lane","LEEDS",,"http://www.leeds.ac.uk",,,,,,,,,
70367,"QLK2-CT-2000-52133",,"coordinator",,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE",,,,,"FR",10,"Rue Vauquelin 10","PARIS",75231,,,,,,,,,
